date,price
2024-01-02,4.921361923217773
2024-01-03,5.08756160736084
2024-01-04,5.106029033660889
2024-01-05,5.106029033660889
2024-01-08,5.170661926269531
2024-01-09,5.133728504180908
2024-01-10,5.198361873626709
2024-01-11,5.04139518737793
2024-01-12,5.08756160736084
2024-01-15,5.244528770446777
2024-01-16,5.26299524307251
2024-01-17,5.207594871520996
2024-01-18,5.179895401000977
2024-01-19,4.902894973754883
2024-01-22,4.8474955558776855
2024-01-23,5.013695240020752
2024-01-24,5.170661926269531
2024-01-25,5.26299524307251
2024-01-26,5.373795032501221
2024-01-29,5.512294292449951
2024-01-30,5.355328559875488
2024-01-31,5.604628562927246
2024-02-01,5.53076171875
2024-02-02,5.5215277671813965
2024-02-05,5.475361347198486
2024-02-06,5.539995193481445
2024-02-07,5.401494979858398
2024-02-08,5.53076171875
2024-02-19,5.761594295501709
2024-02-20,5.789295196533203
2024-02-21,5.761594295501709
2024-02-22,5.807760715484619
2024-02-23,5.955494403839111
2024-02-26,5.687727928161621
2024-02-27,5.687727928161621
2024-02-28,5.660027980804443
2024-02-29,5.715428352355957
2024-03-01,5.539995193481445
2024-03-04,5.724661827087402
2024-03-05,5.835461616516113
2024-03-06,5.816994667053223
2024-03-07,6.084761619567871
2024-03-08,6.195560932159424
2024-03-11,6.084761619567871
2024-03-12,5.816994667053223
2024-03-13,5.863161563873291
2024-03-14,5.918560981750488
2024-03-15,6.093994140625
2024-03-18,6.177094459533691
2024-03-19,6.038593769073486
2024-03-20,6.0662946701049805
2024-03-21,6.075527667999268
2024-03-22,5.955494403839111
2024-03-25,6.038593769073486
2024-03-26,6.204793930053711
2024-03-27,6.223260402679443
2024-03-28,6.260194301605225
2024-03-29,6.343294143676758
2024-04-01,6.223260402679443
2024-04-02,6.352527618408203
2024-04-03,6.380227565765381
2024-04-08,6.56489372253418
2024-04-09,6.5464277267456055
2024-04-10,6.647993564605713
2024-04-11,6.906527042388916
2024-04-12,6.924993515014648
2024-04-15,6.989626884460449
2024-04-16,6.675693511962891
2024-04-17,6.823427200317383
2024-04-18,6.555660724639893
2024-04-19,6.444860458374023
2024-04-22,6.398694038391113
2024-04-23,6.204793930053711
2024-04-24,6.297127723693848
2024-04-25,6.287893772125244
2024-04-26,6.269427299499512
2024-04-29,6.177094459533691
2024-04-30,6.241727828979492
2024-05-06,6.417160511016846
2024-05-07,6.315594673156738
2024-05-08,6.269427299499512
2024-05-09,6.241727828979492
2024-05-10,6.36176061630249
2024-05-13,6.555660724639893
2024-05-14,6.574126720428467
2024-05-15,6.380227565765381
2024-05-16,6.1493940353393555
2024-05-17,6.0662946701049805
2024-05-20,6.223260402679443
2024-05-21,6.121694564819336
2024-05-22,6.04782772064209
2024-05-23,5.8908610343933105
2024-05-24,6.093994140625
2024-05-27,6.324827194213867
2024-05-28,6.232494354248047
2024-05-29,6.315594673156738
2024-05-30,6.1032280921936035
2024-05-31,6.1032280921936035
2024-06-03,6.195560932159424
2024-06-04,6.398694038391113
2024-06-05,6.389461040496826
2024-06-06,6.574126720428467
2024-06-07,6.684926986694336
2024-06-11,6.638760566711426
2024-06-12,6.666460037231445
2024-06-13,6.712627410888672
2024-06-14,6.4817938804626465
2024-06-17,6.177094459533691
2024-06-18,6.167860984802246
2024-06-19,6.121694564819336
2024-06-20,6.2509613037109375
2024-06-21,6.2509613037109375
2024-06-24,6.223260402679443
2024-06-25,6.241727828979492
2024-06-26,6.167860984802246
2024-06-27,6.112460613250732
2024-06-28,6.407927513122559
2024-07-01,6.555660724639893
2024-07-02,6.500260353088379
2024-07-03,6.500260353088379
2024-07-04,6.389461040496826
2024-07-05,6.389461040496826
2024-07-08,6.352527618408203
2024-07-09,6.343294143676758
2024-07-10,6.02012825012207
2024-07-11,5.816994667053223
2024-07-12,5.595394611358643
2024-07-15,5.660027980804443
2024-07-16,5.687727928161621
2024-07-17,5.503061294555664
2024-07-18,5.613861560821533
2024-07-19,5.613861560821533
2024-07-22,5.613861560821533
2024-07-23,5.613861560821533
2024-07-24,5.613861560821533
2024-07-25,5.755865097045898
2024-07-26,5.755865097045898
2024-07-29,5.755865097045898
2024-07-30,5.755865097045898
2024-07-31,5.755865097045898
2024-08-01,5.755865097045898
2024-08-02,5.244653224945068
2024-08-05,5.06478214263916
2024-08-06,5.225719451904297
2024-08-07,5.273054122924805
2024-08-08,5.244653224945068
2024-08-09,5.206785678863525
2024-08-12,5.178384304046631
2024-08-13,5.206785678863525
2024-08-14,5.273054122924805
2024-08-15,5.433990478515625
2024-08-16,5.367722511291504
2024-08-19,5.282520294189453
2024-08-20,5.159451007843018
2024-08-21,5.102649211883545
2024-08-22,5.178384304046631
2024-08-23,5.121583461761475
2024-08-26,5.036381721496582
2024-08-27,5.045848369598389
2024-08-28,5.291987419128418
2024-08-29,5.291987419128418
2024-08-30,5.254119873046875
2024-09-02,5.235186576843262
2024-09-03,5.235186576843262
2024-09-04,5.1310505867004395
2024-09-05,5.149984836578369
2024-09-06,5.102649211883545
2024-09-09,4.922779083251953
2024-09-10,4.856511116027832
2024-09-11,4.733441352844238
2024-09-12,4.6577067375183105
2024-09-13,4.799709320068359
2024-09-18,4.723974227905273
2024-09-19,4.818643569946289
2024-09-20,4.828110218048096
2024-09-23,4.998514652252197
2024-09-24,5.216252326965332
2024-09-25,5.140517234802246
2024-09-26,5.216252326965332
2024-09-27,5.301454544067383
2024-09-30,5.670662879943848
2024-10-08,5.793732643127441
2024-10-09,5.528659820556641
2024-10-10,5.642261981964111
2024-10-11,5.462391376495361
2024-10-14,5.500258922576904
2024-10-15,5.26358699798584
2024-10-16,5.311612606048584
2024-10-17,5.253981590270996
2024-10-18,5.282796859741211
2024-10-21,5.3212175369262695
2024-10-22,5.4941086769104
2024-10-23,5.407663345336914
2024-10-24,5.4172682762146
2024-10-25,5.311612606048584
2024-10-28,5.436478614807129
2024-10-29,5.292402267456055
2024-10-30,5.253981590270996
2024-10-31,5.5421342849731445
2024-11-01,5.474898815155029
2024-11-04,5.4941086769104
2024-11-05,5.51331901550293
2024-11-06,5.474898815155029
2024-11-07,5.5421342849731445
2024-11-08,5.532529354095459
2024-11-11,5.522924423217773
2024-11-12,5.474898815155029
2024-11-13,5.484504222869873
2024-11-14,5.465293884277344
2024-11-15,5.35963773727417
2024-11-18,5.369243144989014
2024-11-19,5.350033283233643
2024-11-20,5.369243144989014
2024-11-21,5.378848075866699
2024-11-22,5.2443766593933105
2024-11-25,5.119510650634766
2024-11-26,5.119510650634766
2024-11-27,5.1483259201049805
2024-11-28,5.061880111694336
2024-11-29,5.061880111694336
2024-12-02,5.090695858001709
2024-12-03,5.16753625869751
2024-12-04,5.186746120452881
2024-12-05,5.20595645904541
2024-12-06,5.350033283233643
2024-12-09,5.503714084625244
2024-12-10,5.3980584144592285
2024-12-11,5.436478614807129
2024-12-12,5.388453483581543
2024-12-13,5.3212175369262695
2024-12-16,5.4460835456848145
2024-12-17,5.378848075866699
2024-12-18,5.474898815155029
2024-12-19,5.426873683929443
2024-12-20,5.369243144989014
2024-12-23,5.532529354095459
2024-12-24,5.638185501098633
2024-12-25,5.676605701446533
2024-12-26,5.532529354095459
2024-12-27,5.580554485321045
2024-12-30,5.4172682762146
2024-12-31,5.388453483581543
2025-01-02,5.196351051330566
2025-01-03,5.138720989227295
2025-01-06,5.090695858001709
2025-01-07,4.937013626098633
2025-01-08,4.956223964691162
2025-01-09,4.8505682945251465
2025-01-10,4.716097354888916
2025-01-13,4.792937755584717
2025-01-14,4.869778633117676
2025-01-15,4.8505682945251465
2025-01-16,4.840963363647461
2025-01-17,4.860173225402832
2025-01-20,4.783332824707031
2025-01-21,4.7737274169921875
2025-01-22,4.821753025054932
2025-01-23,4.898593425750732
2025-01-24,4.879383563995361
2025-01-27,4.965829372406006
2025-02-05,4.888988494873047
2025-02-06,4.879383563995361
2025-02-07,4.937013626098633
2025-02-10,4.860173225402832
2025-02-11,4.792937755584717
2025-02-12,4.7737274169921875
2025-02-13,4.8025431632995605
2025-02-14,4.792937755584717
2025-02-17,4.9274091720581055
2025-02-18,5.061880111694336
2025-02-19,5.042670249938965
2025-02-20,5.234771251678467
2025-02-21,5.234771251678467
2025-02-24,5.215561389923096
2025-02-25,5.253981590270996
2025-02-26,5.4172682762146
2025-02-27,5.369243144989014
2025-02-28,5.369243144989014
2025-03-03,5.340427875518799
2025-03-04,5.330822944641113
2025-03-05,5.282796859741211
2025-03-06,5.138720989227295
2025-03-07,5.1003007888793945
2025-03-10,5.07148551940918
2025-03-11,5.138720989227295
2025-03-12,5.16753625869751
2025-03-13,5.2251667976379395
2025-03-14,5.20595645904541
2025-03-17,5.2251667976379395
2025-03-18,5.10990571975708
2025-03-19,5.138720989227295
2025-03-20,5.311612606048584
2025-03-21,5.282796859741211
2025-03-24,5.388453483581543
2025-03-25,5.3980584144592285
2025-03-26,5.3980584144592285
2025-03-27,5.26358699798584
2025-03-28,5.282796859741211
2025-03-31,5.522924423217773
2025-04-01,5.4460835456848145
2025-04-02,5.35963773727417
2025-04-03,5.388453483581543
2025-04-07,5.081090450286865
2025-04-08,5.273191452026367
2025-04-09,5.3980584144592285
2025-04-10,5.378848075866699
2025-04-11,5.292402267456055
2025-04-14,5.330822944641113
2025-04-15,5.3980584144592285
2025-04-16,5.4172682762146
2025-04-17,5.436478614807129
2025-04-18,5.4460835456848145
2025-04-21,5.5421342849731445
2025-04-22,5.484504222869873
2025-04-23,5.4941086769104
2025-04-24,5.580554485321045
2025-04-25,5.647790908813477
2025-04-28,5.791866779327393
2025-04-29,5.657395362854004
2025-04-30,5.484504222869873
2025-05-06,5.580554485321045
2025-05-07,5.522924423217773
2025-05-08,5.532529354095459
2025-05-09,5.638185501098633
2025-05-12,5.667000770568848
2025-05-13,5.667000770568848
2025-05-14,5.657395362854004
2025-05-15,5.724631309509277
2025-05-16,5.667000770568848
2025-05-19,5.676605701446533
2025-05-20,5.753446102142334
2025-05-21,5.763051509857178
2025-05-22,5.705420970916748
2025-05-23,5.657395362854004
2025-05-26,5.6958160400390625
2025-05-27,5.734236240386963
2025-05-28,5.638185501098633
2025-05-29,5.609370231628418
2025-05-30,5.618974685668945
2025-06-03,5.628580093383789
2025-06-04,5.599764823913574
2025-06-05,5.580554485321045
2025-06-06,5.599764823913574
2025-06-09,5.599764823913574
2025-06-10,5.647790908813477
2025-06-11,5.657395362854004
2025-06-12,5.561344623565674
2025-06-13,5.599764823913574
2025-06-16,5.609370231628418
2025-06-17,5.734236240386963
2025-06-18,5.676605701446533
2025-06-19,5.465293884277344
2025-06-20,5.436478614807129
2025-06-23,5.340427875518799
2025-06-24,5.35963773727417
2025-06-25,5.407663345336914
2025-06-26,5.3212175369262695
2025-06-27,5.2251667976379395
2025-06-30,5.253981590270996
2025-07-01,5.292402267456055
2025-07-02,5.350033283233643
2025-07-03,5.350033283233643
2025-07-04,5.3980584144592285
2025-07-07,5.51331901550293
2025-07-08,5.436478614807129
2025-07-09,5.369243144989014
2025-07-10,5.350033283233643
2025-07-11,5.330822944641113
2025-07-14,5.37999963760376
2025-07-15,5.31115198135376
2025-07-16,5.340657711029053
2025-07-17,5.291481018066406
2025-07-18,5.291481018066406
2025-07-21,5.360328674316406
2025-07-22,5.37999963760376
2025-07-23,5.291481018066406
2025-07-24,5.261974334716797
2025-07-25,5.232468128204346
2025-07-28,5.232468128204346
2025-07-29,5.22263240814209
2025-07-30,5.37999963760376
2025-07-31,5.212797164916992
2025-08-01,5.22263240814209
2025-08-04,5.202961444854736
2025-08-05,5.22263240814209
2025-08-06,5.22263240814209
2025-08-07,5.242303371429443
2025-08-08,5.37999963760376
2025-08-11,5.320987224578857
2025-08-12,5.31115198135376
2025-08-13,5.271810054779053
2025-08-14,5.193126201629639
2025-08-15,5.202961444854736
2025-08-18,5.232468128204346
